timestamp,x,y,z,yaw,linear_vel,angular_vel
2025-11-24T06:43:57.114359,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.161644,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.372223,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.406734,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.438771,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.457720,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.472999,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.485695,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.491006,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.499593,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.507652,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.514756,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.523164,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.536867,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.542856,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.552959,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.562236,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.577793,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.588285,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.608720,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.657832,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.704992,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.730900,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.741661,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.762615,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.772025,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.782311,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.791394,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.803669,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.807683,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.820061,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.828309,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.838877,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.928236,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.960740,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.980008,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.990239,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.998909,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.008259,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.015364,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.024329,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.030871,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.038717,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.047696,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.055723,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.063918,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.072775,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.082088,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.092808,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.102465,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.117318,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.128432,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.152086,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.170863,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.187408,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.210841,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.238304,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.267884,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.320826,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.348093,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.365556,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.378659,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.386660,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.395998,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.405487,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.415150,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.429104,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.438034,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.446701,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.457276,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.468685,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.487688,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.500939,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.512437,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.521897,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.534972,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.547891,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.566794,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.579263,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.592344,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.613139,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.629074,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.642181,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.661140,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.677259,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.704431,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:58.721928,-1.500,-3.000,1.270,0.000,0.000,0.000
